buddhaH|43?
zAlApiNDaH|310
hastizAlA|310
azvazAlA|311
kharazAlA|311
gozAlA|311
ajazAlA|311
udyAnam|311
antarApaNaH|311
vIthI|311
rathyA|311
vatsazAlA|311
panthA|311
catvaraH|311
zRngATakam|311
Aspadam|311
nizrayaH|311
niketaH|311
graiSmikAvAsaH|311
vArSikAvAsaH|311
zaratkAvAsaH|311
haimantikAvAsaH|311
rathaH|311
zakaTaH|311?
akSaH|311
cakram|312
nAbhiH|312
araH|312
nemiH|312
ISA|312
razmiH|312
yugaH|312
halaH|312
haladaNDaH|312
halavaMzaH|312
sphAlaH|312
lAGgalaM|312
kRSati|312
rAjamASaH|312
mudgaH|312
masUraH|312
mASaH|312
mukuSTaH|312
kulatthaH|312
vartuliH|312
caNaH. caNakaH|312
tilaH|312
zAliH|313
aNuphalaH|313
sarSapaH|313
yavaH|313
godhUmaH|313
priyaGguH|313
kaGguH|313
taNDulaH|313
rAjikA|313
atasI|313
eraNDaH|313
zyAmAkam|313
vallaH|313
kAraNDavaH|313
kodravaH|313
mahAmahaH|313
jAtimahaH|313
jaTAmahaH|313
cuDAmahaH|313
paJcavArSikamahaH|313
SaDvArSikamahaH|313
kuTimahaH|313?
utsava|314
parva|314
ghRtam|314
sarpirmaNDaH|314
navanItam|314
kSIram|314
dadhi|314
gholam|314
annam|314
pAnam|314
kilATaH|314
pIyUSam|314
dadhimaNDaH|314
Ardrakam|314
ikSuH|314
guDaH|314
saktuH|314
kaNikaH|314
laDDukam|314
maNDaH|314
peyaH|315
pejaH|315?
lavaGgaH|315
vyaJjanam|315
sUpaH|315
kRsaraH|315
vesavAraH|315
parivyayaH|315
lavaNam|315
zuNThI|315
amlaH|315
cukram|315
zulukaH. sulukaH|315
dADimam|315
drAkSA|315
pakvarasaH|315
drAkSapAnakam|315
mRdvIkA|315
surA|315
maireyam|315
zIdhuH|315
kAJjika|315
kiNvam|315
snigdhaH|315
mAkSikam|315
madhu|315?
bhrAmaram|316
kSaudraM madhu|316
aneDakam|316
AluH|316
lazunaH|316
latArkaH|316
gRJjanakam|316
palANDuH|316
rAjikA|316
guggulaH|316
vahuriH|316
cAnAH|316
lAjAH|316
kaNA|316
tuSaH|316
busaH|316
kiMzAruH|316
zUkaH|316
maJjarI|316
apUpaH|316
kulmASaH|316
trapuSam|316
karkaTikA|316
AlAbUH|316
odanaH|317
bhaktam|317?
tarpaNam|317
yavAgUH|317
manthA|317
pAyasam|317
pAJcamikam|317
aSTamikam|317
cAturdazikam|317
pAJcadazikam|317?
utsavaH|317
naityakam|317
nimantraNakam|317
autpAtikam|317
utpiNDam|317
AlopaH|317
bAlamUlam|317
mahAmUlam|317
piNDAluH|317
maNDaH|317
oSadhiH|317
bhaiSajyam|317?
amRtam|318
sudhA|318
rasAyanam|318
sUkSmailA|318
srotAJjanam|318
gandhamAMsI|318
AmlavetasaH|318
agastiharItakI|318
gokSurakaH|318
ayaskAntaH|318
zailodakam|318
tailam|318
kaTukatailam|318
tAlIzaH|318
zarkarA|318
gorocanA|318
vaMzarocanA|318
tagaram|318
nAgaram|318
zuNThI|318
pippalI|318
maricam|318
vaheDaH|318
vibhItakam|318
hArItakI|318
Amalakam|319
ajAjI|319
jIrakam. jIraGkaH|319
yaSTImadhu. yaSTimadhu|319
kuSTham|319
pohalam. popphalam|319
pUgaphalam|319
tvak. tvacaH|319
nAgaraGgaH|319
jambIram. jambhIram|319
badaraphalam|319
mAtUluGgam|319
jAtiphalam|319
vacA|319
lavaGgam|319
jaDuvAra|319
ciratiktA|319
mustam. mustaH|319
bhadramustah|319
viSam|319
nirviSI|319
ativiSam|319?
prativiSam|320
indrahastaH|320
valo moTa|320
zilAjatuH|320
AragbadhaH|320
karNikAraH|320
rAjavRkSaH|320
puSpakAsIsam|320
kAyuzam|320
rauhiNI|320
kastUrikANDam|320
mRgamadaH|320
karpUram|320
sarpiH|320
madhu|320
phaNitam|320
khaNDam|320
gaNDabhaiSajyam|320
vastranAmAni|320
kholam|320
ziroveSTanam|320
celam|320
carmacolaH|320
colaH|321
vastram|321
ardhacolaH|321
lambanam|321
saMthaNA|321
kaupInam|321
kacchATikA|321
baddhakakSyaH|321
calanikaH|321
kacchAhAra|321
kAyabandhanam|321
upAnaT|321
pAdukA|321
zayanAsanam|321
kambalaH|321
sthUlakambalaH|321
kocavaH|321
namataH|321
kapApikA|321
paTaH|321
netram|321
pRGgaH|321
paTtaH|321
citrapaTaH|321
stavaraH|321
kacaH|322
vakkali|322
zATakam|322
paTI|322
tUlapaTikA|322
veSTakam|322
duSyam|322
sUtram|322
vAnam|322
kAcalindikam|322
avazyAyapaTTah|322
paTTAMzu|322
bhAGgakam|322
kalpaduSyam|322
tuNDicelam|322
atulyAni vAsaMsi|322
pariSkAranAmAni|322
pariSkAraH|322
upakaraNam|322
sukhopadhAnam|322
musalaH|322
karaNDakaH|323
samudgaH|323
glAnapratyayabhaiSajyam|323
sphAritram|323
zazavAguraH|323
ratnapeTakam|323
khaTvA|323
pIThikA|323
lekhanI|323
kalamaH|323
sUtram|323
kIlakam|323
TaGgaNakSAraH|323
zalAkA|323
tAlakam|323
pratitAlakam|323
nizreNiH|323
AdarzaH|323
ArA|323
TaGkaH|323
caJcaH|323
piTharI|323
paJjarA|323
raGganAmAni|323
raGgaH|324
lAkSA|324
maJjiSThA|324
pattaGgaH|324
kusumbhaH|324
nIlI|324
rAjapaTTam|324
haridrA|324
haritAlam|324
manaHzilA|324
tutthakam|324
sindUram|324
hiGgulam. hiGguluH|324
raGgastambhanam|324
gavyadRDhaH|324
suvarNadravaH|324
rasakarma|324
pAradam|324
gairikA|324
makkolam|324
maSI|324
sarjarasaH|324
kAyUSam|324
kAzIzam|324?
sudhA|324
kakkhaTI|324
kapitthaH|325
maNiratnanAmAni|325
vaiDUryam|325
indranIlam|325
marakatam|325
padmarAgaH|325
pravADaH|325
vidrumaH|325
karketanam|325
hIram|325
vajram|325
muktikA|325
lohitamuktikA|325
mutktAvalI|325
zilA|325
musAlagalvaH|325
azmagarbham|325
anarghamaNiratnam|325
hiraNyam|325
zakrAbhilagnaratnam|325
zrIgarbharatnam|325
agnivarNaratnam. agnibalaratnam|325
jyotiSprabhAratnam|326
jyotIrasamaNiH|326
mecakam|326
mahAnIlam|326
anantavarNaratnam|326
jAmbUnadaratnam|326
mayUrAGkI|326
puSparAgaH|326
kAcakaH|326
tRNakuJcakam|326
sphaTikam|326
jAmbUnadasuvarNam|326
suvarNam|326
hemam|326
kanakam|326
jAtarUpam|326
rUpyam|326
rajatam|326
kuruvindaH|326
vairAjaH|326
lohaH|326
tAmram|326
trapu|326
sIsam|327
raityam|327
kaMsam|327
ratnasaMmatam|327
zaGkhAdinAmAni|327
dakSiNAvartazaGkhaH|327
zaGkhaH|327
zuktikA|327
kapardikA|327
voNTaH|327
abhrakam|327
khaTikA|327
pralepakaH|327
sarvAlaMkAranAmAni|327
alaMkAraH|327
AbharaNam|327
vyUhaH|327
vibhUSaNam|327
maNDanam|327
hemaniSkaH|327
maNiH|327
kaTakam|328
valayam|328
keyUram|328
aGgadaH|328
hAraH|328
ardhahAraH|328
nUpuram|328
kuNDalam|328
mukuTam|328
kirITiH|328
mauliH|328
paTaH|328
harSaH|328
parihATakam|328
tilakam|328
karNikam|328
candrakam|328
nakulakaH|328
mudrikA|328
aGgulIyakam|328
valakam|328
parihArakam|328
tAlakam|328
pArzvasUtrakam|329
valitakaH|329
niSkaH|329
mekhalA|329
razanA|329?
kAJcI|329?
suvarNasUtram|329
goNasikam|329
suvarNadAma|329
hastAbharaNam|329
pAdAbharaNam|329
mUrdhAbharaNam|329
kaNThAbharaNam|329
urazchadaH|329
citavistaraH|329
traikuntakam|329
zekharam|329
avataMsakam|329
mukhaphullakam|329
mukhapuSpakam|329?
hastopagaH|329
pAdopagaH|329
vyomakam|329
ratnamayaviSANam|329
pratyuptam|329
khacitam|329
arcitam|329
racitam|330
avasaktapaTadAmakalApaH|330
puSpAbhikIrNaH|330
kalpavRkSaiH nAnAlaMkArapuSpaphalAvanatAgraviTapair upazobhitaH|330
ApIDakajAtam|330
aSTApadanibaddhaH|330
paGktiH|330
samucchritam|330
prakIrNam|330
saMstRtam|330
suvibhaktam|330
samantAt parikSiptam|330
puSpAbhyavakIrNam|330
vaijAyantI patAkA|330
kavacam|330
varmasaMnAhaH|330
valikAsamnAhaH|330
paTTikAsaMnAhaH|331
zIrSakAH|331
kaccati|331
prAsaH|331
kuntaH|331
kaNapaH|331
kSurapraH|331
kheTakaH|331?
zUlam|331
trizUlam|331
parazuH|331
tomaraH|331
zaktiH|331
khaDgaH|331
chUrikA|331
karavAlaH|331
kaDiMtalaH|331
dhanuH|331
zaraH|331
nArAcaH|331
ardhanArAcaH|331
vatsadantakaH|331
tilakocavakam|332
bhallaH|332
mudgalikA|332
DaMbhA|332
bhiNDipAlaH|332
Ayudham|332
praharaNam|332?
zastram|332?
pUjApariSkArAH|332
chattram|332
dhvajaH|332
patAkA|332
cUrNaH|332
puSpapuTam|332
gandhaH|332
vilepanam|332
upalepanam|332
mAlyam|332
dIpaH|332
vitAnam|332
vitAnavitatam|332
samucchritacchattradhvajapatAkA|332
kiGkiNIjAlamukharaH|332
hemadAma|332
muktAdAma|332
maNidAma|333
hemajAlam|333
paTTadAma|333
pralambitam|333
lambate|333
pralambate|333
abhipralambate|333
gandhamAlyena mahIyate|333
abhyarhitam|333
dhUpanidhUpitam|333
saMpUjitam|333
pUjyapUjitam|333
mahitam|333
abhiprakiranti sma|333
jIvitopakaraNam|333
glAnapratyayabhaiSajyam|333
sukhopadhAnam|333
puSpanAmAni|333
jalajam|333
zatapattram|333
padmam|334
utpalam|334
kumudam|334
puNDarIkam|334
saugandhikam|334
mRdugandhikam|334
sthalajam|334
campakaH|334
kuravakaH|334
vArSikI|334
mahAvArSikI|334
mallikA|334
navamAlikA|334
jAtikusumam|334
sumanAH|334
yUthikA|334
dhAnuSkArI|334
kundam|334
pAruSakam|334
mahApAruSakam|334
maJjuSakam|334
mahAmaJjuSakam|334
azokam|334
mucilindam|334
mahAmucilindam|335
mucukundam|335
bakulaH|335
asanaH|335
priyaGguH|335
punnAgaH|335
kadambaH|335
dhanuSketakI|335
karNikArapuSpam|335
eDAkSipuSpam|335
tagaram|335
kesaram|335
tamAlapattram|335
lAGgalIpuSpam|335
stambakam|335
rocaH|335
mahArocaH|335
sthAlam|335
mahAsthAlam|335
cakravimalam|335
cakrazatapattram|335
zatasahasrapattram|335?
sahasrapattram|335
samantaprabhaH|335
samantagandhaH|335
samantasthUlAvalokananayanAbhirAmaH|336
muktAphalakam|336
jyotiSprabhaH|336
jyotiSkaraH|336
atimuktakam|336
pATalam|336
mahApATalam|336
citrapATalam|336
mahAcitrapATalam|336
mandAravaH|336
mahAmandAravaH|336
karkaravaH|336
mahAkarkaravaH|336
devasumanAH|336
taraNiH|336
gotaraNiH|336
valiH|336
tindukaH|336
kiMzukaH|336
vallaH|336
bakapuSpam|336
kadambakapuSpam|336
kuvalayapuSpam|336
ajAjIpuSpam|337
arkapuSpam|337
puSpamUlAdinAmAni|337
bisam|337
vRntam|337
mRNAlam|337
nAlam|337
daNDaH|337
pattram|337
viTapaH|337
jAlakajAtam|337
kSArakajAtam|337
kalikAjAtam|337
kuDmalakajAtam|337
mukulajAtam|337
kAkAsyakam|337
sarvapariphullam|337
phullitam|337
vikasitam|337
puSpam|337
kesaram. kezaram|337
kiJjalkam|338
karNikA|338
karkaTikA|338
parAgaH|338
puSpaguNanAmAni|338
zakaTacakrapramANam|338
vaiDUryadaNDaH|338?
indranIlakarkaTikA|338
azmagarbhakesaram|338
zAlukam|338
sarvadhUpanAmAni|338
vayanam|338
tagaram|338?
candanam|338?
agaruH|338?
turuSkaH|338
kRSNAgaruH|338
tamAlapattram|338
uragasAracandanam|338
kAlAnusAricandanam|338
gugguluH|338
karpUram|338
kuGkumaM|338
kunduruH|339
sarjarasaH|339
dharmaparyAyaH|339
ardhatrayodazazatAni|339
nAnAbuddhakSetrasaMnipatitAH|339
mahatA ca bodhisattvagaNena sArdham|339
sambahulAH|339
evaMpramukhAH|339
gaNapramukhaH|339
pUrvaMgamaH|339
sArdham|339
vividhasammodanakathAm upasaMskRtya|339?
parivRtaH|339
puraskRtaH|339
tripradakSiNIkRTya|339
ekAMsam uttarasaMgaM kRtvA|339
dakSiNaM jAnumaNDalaM pRthivyAM pratiSThApya|339
yena bhagavAMs tenAJjaliM praNamya|339
tasmin parSat saMnipAte saMnisaNNaH|339
nyaSIdat. nyasIdat|340
tena khalu punaH samayena|340
siMhAsanaM prajJApayanti|340
nyaSIdat paryaGkam Abhujya|340
alpAbAdhatA|340
alpAtaGkatA|340
yAtrA|340
laghUtthAnatA|340
balaM ca sukhasparzavihAratAM ca|340
bhAsate|340
tapati|340
virocate|340
punar eva smitam akarot|340
uSNISavivarAntarAd razmirnizcarati|340
sa razmiM nizcArya|340?
AbhayA parisphuTo ऽbhUt|340
avabhAsitaH|340?
tena razmy avabhAsena spRSTaH|340?
yatra sUryacandramasAM prabhAyA gatir nAsti|340
ko hetuH kaH pratyayaH|340
punar apyAgatya|340
uSNISa vivareSu pravizati|341
mukhadvAreNAnupravizati sma|341
na ca bhagavato mukhadvArasyomiJjitaM vA nimiJjitAM vA prajJAyate sma|341
avabhAsaH|341
samantAvabhAsaH|341
jighatsitAH pUrNagAtrA bhavanti sma|341
tRSitA vigatapipAsA bhavanti sma|341
roga spRSTA vigata rogA bhavanti sma|341
vikalendriyAH paripUrNendriyA bhavanti sma|341
sa cet pRSTaH praznAvyAkaraNAya avakAzaM kuryAt|341
kaM cid eva pradezam|341
Amantrayate sma|341
sAdhukAram adAt|341
sAdhu sAdhu|341
dena hi zRNu sAdhu ca suSThu ca manasikuru|341
bhASiSye ऽhaM te|341
bhagavataH pratizrutya|341
cittam ArAdhayiSye|342
tiSThati|342
dhriyate|342
yApayati|342
dharmaM ca dezayati|342
yasyedAnIM kAlaM manyase|342
yad uta|342
buddhanetrI|342
tat kiM manyase|342
no hIdam|342
sarvAntaM parSanmaNDalam|342
abhedyaparivAraH|342
bhagavatAnujJAtaH|342
antazo hAsyaprekSiNyApi|342
jIvitahetor api|342
adhivacanam|342
manorAthAzAparipUrI|342
vinayati|342
nivezayati|342?
pratiSThApayati|342
prasthApayati|342
aupayikam|342
avyatikramaNam|342
Agataphalam|342
saMgUhayan|342?
guptaH|343
pravivekajaH|343
juSitukAmaH|343
uSNISavivaramUrdhnaH saMdhi pravezaH|343
avatAraH|343
praguNI karaNam|343
praguNaH|343
ekAm api catuSpadikAM gAthAm udgRhya|343
mahAyAnaparigrAhakaH|343
saddharmaparigrAhakaH|343
saddharmavRSTiH|343
saddharmazca cirasthitiko bhavati sma|343
anuttarAyAM samyaksambodhAv abhisambuddhaH|343
cUDikAvabaddhaH|343
anutkSepAprakSepaH|343
nAtizItam|343
nAtyuSNam|343
vibhAvanA|343
satAm upalabdhiH|343
upalambhaH|344
niSThAgataH|344
aviSThAnam|344
asraMsanam|344
agro ऽraNavihAriNAm|344
rakSAvaraNaguptiM saMvidhAsyAmahe|344
mahApRthivIM nizrAya sAmagrIvazena sarvabIjAni virohanti|344
caukSasamudAcAraH|344
alpakRcchreNa|344
nAgavilokitenAvalokya|344
bhagavAn imam evArthaM bhUyasyA mAtrayA abhidyotayamA gAthAbhigItena saMprakAzayati sma|344
yathAzrutam|344
yathApratyarham|344
vistareNa saMprakAzitam|344
vistareNa samprakAzayiSyati|344
adhyApayAm Asa|344
yadi ca. bhagavAn AjJAsIt sadevakaM lokaM saMnipatitam|344
asamasamaH|344
tasyAyam IdRzo ऽnubhAvaH|345
prabhAvyate|345
pratikAMkSitavyaH|345
tRSNA paunarbhavikI|345
nandIrAgasahagatA|345
puNyopagaH|345
apuNyopagaH|345
AniJjyam|345
abhyudgataH|345
samudgataH|345
SaSTyaGgasahasropeta svaraH|345
vata mArSAH|345
vata|345
hAhA kaSTam|345?
an unnato ऽnavanataH|345
upasaMhAraH|345
mAradharSaNam|345
tasyaivaM bhavati|345
mahato janakAyasya|345
hitam|345?
sukham|345
yogakSemam|345
antarIkSapradezaH|346
na prajJAyate|346
vikrIDitam|346
sarveNa sarvam|346
sarvathA sarvam|346
sarvathA|346
prasthApanam|346
ojaH|346
mahaujaSkaH. mahaujaskaH|346
mahezAkhyamahezAkhyaH|346
alpezAkhyaH|346
RddhaH|346
sphItaH|346
kSemaH|346
subhikSaH|346
AkIrNabaHujanamanuSyaH|346
ekAyanaH|346
AjJAvyAkaraNam|346
udAharaNayogena|346
kaviH|346?
kAvyam|346
samArakam|346
sabrahmakam|346
sazramaNabrahmaNikAH prajAH|347
abhibhUyaniryAsyati|347
vyavasAyaH|347
AbaddhaparikaraH|347
dharmadhAtuparamaH|347
AkAzadhAtuparyavasAnaH|347
asthAnam etat|347
utthApanam|347
sabhAmadhyagato vA|347
rAjakulamadhyagato vA|347
parzanmadhyagato vA|347
yuktakulamadhyagato vA|347
jJAtimadhyagato vA|347
atItAMzagatA|347
na kena cid vidhIyate|347
avakAzaH|347
prastavaH|347?
avasaraH|347
vanAd nirvaNam AgataH|347
kAmeSu naiSkramyam|347
zailamuktam iva kAJcanaM nisevitaH|347
jihvendriyaM nirnAmayAm Asa|348
abhayavazavartitA|348
sarvasattvAnAM kiMkaraNIyatA|348
bAhujanyam|348
paraMparayA|348
tuSNIMbhAvenAdhivAsayati|348
samullokitamukhaH|348
samyak pratyAtmaM jJAnadarzanaM pravartate|348
AyuHsaMskArAn utsRjati|348
uSmahAniH|348
manuSyANAM sabhAgatAyAm upapannaH|348
vikSobhaNavAtamaNDali|348
param anuvidhAya|348
na zravaNapathm AgamiSyati. na zravaNapathamArgam iSyati|348
kAyikaM balam|348
kAyikaM daurvalyam|348
kAyikaH klamaH|348
akSuNNavyAkaraNam|348
sunizcitam|348
vivRtam|348
apAvRtam|348
syAt|348
saMbAdhaH|349
vibhavaH|349
saMcintya|349
amukaH|349
tulanA|349
mApayati|349
nirmAtA|349
sraSTA|349
ratnam|349
ratnamayaH|349
siMhavikramaH|349
zuciH|349
anantAparyantaH|349
anyatamAnyatamaH|349
samAdAnam|349
nopagacchati|349
sahagatam|349
pratipannaH|349
lokayAtrA|349
jAtIyaH|349
vAlAgraH|349
vAlAgrakoTiH|349
vAlapathaH|350
spharaNam|350
sphuTam|350
pArisamantaH|350
samantataH|350
prajJApanam|350
prajJAptiH|350?
bhUyasyA mAtrayA|350
kramaH|350
upadhiH|350
niyamaH|350
niyAmaH|350
nyAmaH|350
nyAmAvakrAntaH|350
pratibaddhaH|350
vibandhaH|350
pratibandhaH|350
pratyavasthAnam|350
aMzaH|350
pratyaMzaH|350
bhAgaH|350
nivAraNam|350
AvaraNam|351
setuH|351
kaulaH|351
nau|351
nAvaH|351?
gatiH|351
alam|351
nirjvaraH|351
arogaH|351
dehI|351
svApateyam|351
samutthAnam|351
paligodhaH|351
AcAryamuSTiH|351
dharmAntarAyaH|351
vicchandayati|351
vicakSuHkaraNAya|351
preSitaH|351
prakIrNaH|351
viprakIrNaH|351
parijayaH|351
abhimukham|351
avavAdaH|352
saMsargaH|352
dAho vigacchati|352
bhasmitam kuryAt.|352
rAjyam|352
rAjyaizvaryAdhipatyaM|352
sAmrAjyam|352
sArvabhaumaH|352
cAturantaM vijitavAn|352?
adhyAvasati|352
paramArthasatyam|352
saMvRtisatyam|352
vyavahAraH|352
sAMketikaH|352
mAhAtmyam|352
pUrvikAH|352
madhyamapadalopam kRtvA|352
ekatra sametya saMbhUya|352
ekIbhUtvA|352
tajjAtIyaH|352
tadvidheyatvAt|352
anvarthaH|352
yugam|353
yugapat|353
lokasaMjJA|353
AzutaravRttiH|353
itaretarAntarbhAvaH|353
kAdAcitkatvAt|353
pratipAdyam|353
sampradhAryam|353
yathAyogam|353
aghaH|353
avadhAraNam|353
[a]nirdhAraNam|353
[b]vidhAraNam|353?
avinirbhAvavarti|353
saMkAzaH|353
AnulomikI kSAntiH|353
pRSThalabdhaH|353
avagAhya|353
duSprasahaH|353
durAsadaH|353
iSTaH|353
aniSTaH|353
AkAraH|353
prakAraH|354
naikazaH|354
bhAgino bhavanti|354
kathaM nIyate|354
abhisambadhyate|354
abhiSyanditaH|354
visadRzapAko vipAkaH|354
udAravipAkaH|354
adrAkSIt|354
prekSante sma|354
parihAraH|354
visarjayati|354
visarjitam|354
pratividhAnam|354
vAsanA|354
parivAsitaH|354
nirgataH|354
sauratyam|354
nAbAdhayati sma|354
saMcArya|354
samcArayati sma|354
nirvikAraH|354
upagUDhaH|355
prativedayasva|355
zalyoddharaNam|355
pramathanam|355
pratihanti|355
prativahanam|355
nirghAtitaH|355
kugaNapratApanaH|355
jyotirgaNaH|355
cittam AkSiptam|355
Agamayasva|355
AgamayamAnas tiSThati|355
pratIkSamANas tiSThati|355?
upajagAma|355
abhimukham upagatam|355
pratIkSate|355
upaviveza|355
pratitiSThan|355
samanujJA|355
aclesaH|355
agnikhadA|355
veSaH|355
[a] dhyAmIkaraNam|355
[b] dhyAmikritam|356
bhavakAntaraH|356
bhavacArakaH|356
saMsaritvA|356
aghaTTitaH|356
prAkRtaH|356
dhik|356
saMkhyAM gacchati|356
AlokitaH|356
vilokitaH|356
ullokitaH|356
uttarottaram|356
abhIkSNam|356
niruddham|356
apasvApanam|356
svapnAntargatam|356
uttiSTha|356
uttiSThati|356
utthAsyati|356
utthitaH|356
utthAya|356
eta yUyam|356
gaccha|357
Agaccha|357
AnIyatAm|357
kilAsaH|357
tandrI|357
prasthAnam|357
udIrNaH|357
anAbhAsaH|357
nirAbhAsaH|357
animiSaH|357
uddizati sma|357
na ca pariprApayati|357
apUrvAcaramaH|357
asaMmUDhaH|357
atvaraH|357
saMbhramaH|357
ruNNanayanaH|357
yathArtukam|357
AharaNam|357
sahasA|357
akasmAt|357
vikRtaH|357
lepaH|358
nirupalepaH|358
ekataH piNDIkRtya|358
saMkSipya piNDayitvA|358
dvayoz cittayoH samavadhAnaM nAsti|358
nirvizeSaH|358
vyasanam|358
duSkarakArakaH|358
duSkaracaryA|358
kiyacciracaritam|358
na cirAyitakAyaH|358
agAramadhyAvAsaH|358
nAmopadezena|358
nAmadheyam anuvitarkitam|358
imamarthavazaM saMpazyamAnaH|358
akiMcitsamarthaH|358
prajJApAramitAprativarNikaH|358
mArgapratirUpakaH|358
zramNapratirUpakaH|358
romaharSaH|358
niravayavaH|358
cittAntaram|359
adezasthaH|359
apradezasthaH|359
apaTupracAraH|359
kAraNasrotaH|360
nirantaram|359
kAritram|359
avinAbhAvaH|359
puSkalam|359
vimbam|359
zakalikaH|359
parIttazakalikAgniH|359
utplutya|359
saMjJAgataH|359
nAmnAyate|359
AliGgitam|359
avalambanam|359
utkuTukAsanam|359
nedhyaH|359
patati|359
vizati|359
mUDhaH|359
paribhAvitaH|359
taruNavraNaH|359
trikANDakaH|359
sAhacaryam|360
AbhiprAyikaH|360
Avilam|360
zAbdikaH|360
bhinnakramaH|360
kRtAvadhiH|360
prapatitaH|360
mA bhaiSTa|360
avikalaH|360
pAraMparyeNa|360
damathaH|360
paryApannaH|360
palam ekam|360
ardhapalam|360
saMzliSyamANaH|360
pAdonakrozaH|360
ekatyaH|360
saptAGgasupratiSThitaH|360
antarmukhapravRttam|360
prasAritaH|360
saMkuJcanam|360
dhAtuzatam|360
idaM tavedaM mameti|361
bhoH|361
he|361?
re|361?
are|361
mA bhUya evam kariSyatha|361
ekadhyam abhisaMkSipya|361
AkarSayati|361
parAkarSayati|361
sujuSTaH|361
avekSAvAn|361
sahabhavyatA|361
sAmiSaH|361
nirAmiSaH|361
AmiSA|361
upayAti|361
naiSkramyAzritaH|361
kSIraM syandate|361
utsaGgaH|361
samgrAmaH|361
vigrahaH|361
pariSaNDaH|361
markaTajAlam|361
yojakaH|361
ucchuSyate|361
avadIryante|361
saMnidhikAraH|362
droNaH|362
karSaH|362?
nikSipte pade avanamati|362?
utkSipte pade ununamati|362
iSTakaH|362
mandamantra evAbhUt|362?
paramaH|362
gurukaH|362
atyartham|362
bhRzam|362?
bADham|362
dyutiH|362?
dhAri|362
parimardanasaMvAhanam|362
snApanam. snapanam|362
utsAdanam|362?
padam|362
nirAmagandhaH|362
sammArjanam|362
pratyudgamanam|362
pratyudgamya|362
dvijaH|362
vargaH|363
guhyam|363
rahasyam|363
samayo ऽsya nivezanadharmaM kartum|363
vatsalaH|363
pratirUpaH|363
gRhAGgaNam|363
vaDavAmukhaH|363
kulazulkam|363
[a]razmiH|363
[b]pragrahaH|363?
avamUrdhakaH|363
pAtakI|363
vRSalI|363
lipiphalakaH|363
nimittam|363
tapasvI|363
duHsamatikramaH|363
baDizam|363
udvignamAnasaH|363
samvegaH|363
nirvit|363?
udvegaH|364
parikhedaH|364
na paritasyati|364
hrepaNaH|364
praskandaH|364
saMstutaH|364
kSubdhaH|364
maGgalam|364?
luDitaH|364
RtuparivartaH|364
na viSThihati|364
avaramAtrakaprasAdaH|364
avetya prasAdaH|364
abhedyaprasAdaH|364
sImAbandhaH|364
mano ऽnukUlam|364?
manApaH|364
kalyANamitrArAgaNam|364
dakSiNIyaH|364
mithyAtvaniyataH|364
saMpraharSaNam|364
saMtoSayati|364
samAdApayati|364
samuttejanam|364
saMcodanam|365
romakUpaH|365
maJjarI|365
vicitaH|365
nicitaH|365
prasAritaH|365
vighuSTaH|365
vikhyAtaH|365?
samudAgamaH|365
samudAgataH|365
lokavibhavaH|365
lokasaMbhavaH|365
havyam|365
kavyam|365
saMkuTTakA|365
kSiprataram|365
vegaH|365
tarasA|365
Azu|365
zIghram|365
javaH|365
AkSepaH|365
AvedhaH|365
prasabham|366
AmnAtaH|366
goSThI|366
paricayaH|366
granthaH|366
lalAmaH|366
antimamAtRgrAmabhAvaH|366
ANIpratyANInirhArayogeNa|366
zUraH|366
parisphuTAH|366
Avartanam|366
parivartanam|366?
vicaraNam|366
bhUmyAkramaNam|366
bhUmer bhUmyantarasaMkramaNam|366
vAsaM kalpayati|366
asambhinnaH|366
sambhinnaH|366
samAdhimaNDalam|366?
karatalam|366
vRkSatalam|366
kramatalam|366
bhUmitalam|367
AkAzatalam|367
samantatalam|367
utsargaH|367
apavAdaH|367
samudAyArthaH|367
cAtuSkoTikaH|367
praznanirNayaH|367
nivRtAvyAkRtAH|367
anivRtAvyAkRtAH|367
abhisamayAntikaH|367
kiM nAnAkaraNam|367
asamprajJAnam|367
nirAsvAdaH|367
kAmAvacaraH|367
rUpAvacaraH|367
om ityAha|367
dIpaH|367
ulkA|367
ulkAmukham|367
pradIpaH|367
samuditaH|368
zleSoktiH|368
pravRddhaH|368
abhisaMbotsyate|368
bodhim abhisaMbuddhaH|368
abhisambudhyati|368
buddhatvam avApnoti|368
vidyotitaH|368
parijJA|368
sambhavati|368
asambhavaH|368
AkramaNam|368
AkrAmayati|368
avakramati|368
AyataH|368
prabhAvanA|368
vyavasthAnam|368
vIpsA|368
kSaNikaH|368
Alambate|368
adhyAlambate|368
abhipralambate|368
kRtrimam|368
suptaH|369
prarodanam|369
adharaH|369
zayyA|369
adhaHzayyA|369?
AsandI|369
apAzrayaH|369
khaTvAGgaH|369
mudgaraH|369
pratodaH|369
pratyagraH|369
pUtibIjam|369
AgantukaH|369
luJcate|369
kRzaH|369
samavadhAnam|369
vizvakarmA|369
anvAhiNDayitvA|369
akarmArakRt|369
pATanam|369
kuTTayati|369
vitatavalikA|369
pratikubjitaH|369
abhirUDhaH|370
pariSyandaH|370
pramAdasthAnam|370
kSiptacittaH|370
unmukhajAtaH|370
unmAdaH|370
vihvalIbhUtaH|370
saMkaraH|370
dharmavyasanasamvartanIyaH|370
viSamAparihAraH|370
avamAnanam|370
vimAnanam|370?
